10 10
4.43955443636316	9.75703249931249	3.93267637172327	3.85176146649839	9.01822086633396	5.04964903325520	9.08645908280158	7.16498673821078	8.15781079141870	9.30285661397258
7.04571197322386	8.83578855145905	2.80706603454583	8.56519478911259	7.20924830693746	8.68572742680020	1.15186033859867	5.74191996709191	1.41202871531340	6.02364650801703
9.81805703472202	6.40913644757537	8.88469848496962	9.22538973616711	4.43294727569869	7.48512601183002	7.44369309377401	7.11025258611620	6.04663858435241	7.28975800795655
3.58108399458237	9.04587339505662	3.05931525115947	2.56756247895122	1.72351475073116	7.45714045254549	7.24664694576168	1.00811693552636	7.90571390123187	8.94364927082967
1.15318408331771	8.10720654445894	8.27062884425789	5.78292714785851	4.15939869995554	8.47937307514300	1.22220638828620	3.13876043074370	7.48585664767025	3.61839180211903
2.60124943167344	6.06039067197211	1.83115094482735	3.27274680810468	0.00715548317527626	2.37099525107628	9.84905877254281	9.28287473049730	0.0982236072546616	2.03689130268915
9.95279833529812	8.57351842467162	8.51052390822192	4.74590334289429	5.46541412298883	3.37529562273883	2.08144306904609	8.92930254694621	1.93401719156516	5.30281080664476
8.37499321725222	1.56899350931274	2.96070973712287	7.43093718561190	5.64302836009085	9.64130933918967	2.49743672980580	5.98705361456502	3.84792839964191	9.27203201207770
7.50067727239643	3.23412834299391	0.311654946032668	6.70820867625192	0.650672211791405	1.43513409540289	4.86239628358987	4.96646699420100	4.38757209224073	2.09948828518869
7.64551235231723	5.06473330585984	3.70988524492556	0.638907077548951	3.86693773060480	1.03534133848662	2.92744018798444	8.25701742049606	8.92295834016662	9.82018434403266
